id,data,siglaOrgao,aprovacao
2224437-2,2019-10-16,CSPCCO,1
2224434-2,2019-10-16,CSPCCO,1
2224413-2,2019-10-16,CSPCCO,1
2224423-2,2019-10-16,CSPCCO,1
2224412-2,2019-10-16,CSPCCO,1
2224410-2,2019-10-16,CSPCCO,1
324822-94,2019-10-16,PLEN,1
2163986-7,2019-10-16,PLEN,1
2212905-70,2019-10-16,PLEN,1
2212905-63,2019-10-16,PLEN,1
2199546-32,2019-10-16,CCULT,1
2197681-26,2019-10-16,CCULT,1
2197389-21,2019-10-16,CCULT,1
2196157-32,2019-10-16,CCULT,1
2190407-38,2019-10-16,CCULT,1
2225131-2,2019-10-16,PL10887,1
2178314-39,2019-10-16,CCULT,1
2175265-43,2019-10-16,CCULT,1
2224369-3,2019-10-16,CDHM,1
2225403-2,2019-10-16,CESPO,1
2225383-2,2019-10-16,CESPO,1
505535-118,2019-10-16,CCULT,1
2225295-6,2019-10-16,CESPO,1
615505-89,2019-10-16,CMULHER,1
2201748-22,2019-10-16,CTUR,1
2183477-37,2019-10-16,CTUR,1
2214649-27,2019-10-16,CSPCCO,1
2212910-26,2019-10-16,CMULHER,1
2140369-46,2019-10-16,CTUR,1
2075778-67,2019-10-16,CTUR,1
2225187-2,2019-10-16,CTUR,1
2224735-2,2019-10-16,CTUR,1
2224378-2,2019-10-16,CMULHER,1
2224370-2,2019-10-16,CMULHER,1
2225337-5,2019-10-16,CLP,1
2224369-2,2019-10-16,CDHM,1
2224368-2,2019-10-16,CMULHER,1
2224307-3,2019-10-16,CMULHER,1
2211409-24,2019-10-16,CCULT,1
2225312-2,2019-10-16,CLP,1
2224144-2,2019-10-16,CESPO,1
2224919-2,2019-10-16,CLP,1
2224472-2,2019-10-16,CLP,1
2225077-3,2019-10-16,CMULHER,1
2225074-3,2019-10-16,CMULHER,1
996835-91,2019-10-16,CSPCCO,1
996835-90,2019-10-16,CSPCCO,1
2225296-3,2019-10-16,CCULT,1
2224817-3,2019-10-16,CSPCCO,1
2224357-4,2019-10-16,CSPCCO,1
2224209-2,2019-10-16,CCULT,1
2224269-3,2019-10-16,CSPCCO,1
2224240-3,2019-10-16,CSPCCO,1
2223818-3,2019-10-16,CSPCCO,1
2223817-3,2019-10-16,CSPCCO,1
2223748-2,2019-10-16,CCULT,1
2225338-2,2019-10-16,CSPCCO,1
2225274-2,2019-10-16,CSPCCO,1
2225212-2,2019-10-16,CSPCCO,1
2224817-2,2019-10-16,CSPCCO,1
2224357-2,2019-10-16,CSPCCO,1
2224269-2,2019-10-16,CSPCCO,1
2224240-2,2019-10-16,CSPCCO,1
2223818-2,2019-10-16,CSPCCO,1
2223817-2,2019-10-16,CSPCCO,1
2223528-2,2019-10-16,CSPCCO,1
2225396-2,2019-10-16,CPD,1
2225259-2,2019-10-16,CPD,1
2225257-2,2019-10-16,CPD,1
2224968-2,2019-10-16,CPD,1
2224928-2,2019-10-16,CPD,1
2224625-2,2019-10-16,CPD,1
2170715-45,2019-10-16,CE,1
2190655-31,2019-10-16,CDC,1
2190751-26,2019-10-16,CREDN,1
2217941-18,2019-10-16,CREDN,1
2225078-2,2019-10-16,CREDN,1
2224801-2,2019-10-16,CREDN,1
2225210-2,2019-10-16,PEC01515,1
2225134-2,2019-10-16,PEC01515,1
2225133-2,2019-10-16,PEC01515,1
2225132-2,2019-10-16,PEC01515,1
2191179-21,2019-10-16,CTASP,1
2124639-42,2019-10-16,CTASP,1
2210917-22,2019-10-16,CMADS,1
2207429-21,2019-10-16,CMADS,1
2206354-24,2019-10-16,CMADS,1
2116187-57,2019-10-16,CMADS,1
2208822-38,2019-10-16,CMADS,1
2115253-67,2019-10-16,CTASP,1
619117-68,2019-10-16,CME,1
526515-54,2019-10-16,CME,1
2193081-33,2019-10-16,CDC,1
2194012-21,2019-10-16,CE,1
2166863-30,2019-10-16,CFT,0
2196735-23,2019-10-16,CE,1
2184600-32,2019-10-16,CINDRA,1
2224128-2,2019-10-16,SUBAGRO,1
860917-44,2019-10-16,CFT,1
2168300-83,2019-10-16,CFT,1
2225386-2,2019-10-16,CME,1
2191394-28,2019-10-16,CDC,0
2225357-2,2019-10-16,CE,1
2225162-2,2019-10-16,CME,1
2225137-2,2019-10-16,CME,1
2224486-2,2019-10-16,CME,1
2225217-2,2019-10-16,CFT,0
2225195-2,2019-10-16,CFT,0
2225193-2,2019-10-16,CFT,0
2225192-2,2019-10-16,CFT,0
2225161-2,2019-10-16,CFT,0
2225159-2,2019-10-16,CFT,0
2225158-2,2019-10-16,CFT,0
2224811-2,2019-10-16,CFT,0
2224904-2,2019-10-16,CE,1
2224460-2,2019-10-16,CME,1
2225315-4,2019-10-16,CE,1
2224349-3,2019-10-16,CE,1
2224850-2,2019-10-16,CFT,1
2225214-2,2019-10-16,CFT,1
2225194-2,2019-10-16,CFT,1
2225160-2,2019-10-16,CFT,1
2225157-2,2019-10-16,CFT,1
2224932-2,2019-10-16,CFT,1
2224929-2,2019-10-16,CFT,1
2224812-2,2019-10-16,CFT,1
2224799-2,2019-10-16,CFT,1
2225323-2,2019-10-16,CINDRA,1
2222889-2,2019-10-16,CINDRA,1
2196731-33,2019-10-16,CDU,1
2173226-58,2019-10-16,CDU,1
2214911-22,2019-10-16,CAPADR,1
2208386-19,2019-10-16,CDU,1
2222497-2,2019-10-16,CINDRA,1
2188782-40,2019-10-16,CE,1
2225318-3,2019-10-16,CDU,1
2210165-21,2019-10-16,CAPADR,1
2225272-2,2019-10-16,CDU,1
2160432-35,2019-10-16,CINDRA,1
2225151-2,2019-10-16,CTASP,1
2225148-2,2019-10-16,CTASP,1
2225146-2,2019-10-16,CTASP,1
2225145-2,2019-10-16,CTASP,1
2225083-2,2019-10-16,CTASP,1
2225075-2,2019-10-16,CTASP,1
2224561-2,2019-10-16,CTASP,1
2224554-2,2019-10-16,CTASP,1
2224279-2,2019-10-16,CTASP,1
2224219-2,2019-10-16,CTASP,1
2214943-24,2019-10-16,CAPADR,1
2225225-2,2019-10-16,CFT,1
2225221-2,2019-10-16,CFT,1
2225219-2,2019-10-16,CFT,1
2224933-2,2019-10-16,CFT,1
2225376-2,2019-10-16,CDC,1
2225374-3,2019-10-16,CDC,1
2225165-2,2019-10-16,CMADS,1
2225358-2,2019-10-16,CSSF,1
2225344-2,2019-10-16,CSSF,1
2225300-2,2019-10-16,CSSF,1
2225088-2,2019-10-16,CMADS,1
2225086-2,2019-10-16,CMADS,1
2225013-2,2019-10-16,CMADS,1
2225267-2,2019-10-16,CSSF,1
2224906-2,2019-10-16,CMADS,1
2224346-2,2019-10-16,CMADS,1
2224221-2,2019-10-16,CMADS,1
2224164-2,2019-10-16,CMADS,1
2223972-2,2019-10-16,CMADS,1
2223727-2,2019-10-16,CMADS,1
2223581-2,2019-10-16,CMADS,1
2222897-2,2019-10-16,CMADS,1
2222746-2,2019-10-16,CMADS,1
2222525-2,2019-10-16,CMADS,1
2222487-2,2019-10-16,CMADS,1
2222448-2,2019-10-16,CMADS,1
2225372-2,2019-10-16,CDC,1
2225371-2,2019-10-16,CDC,1
2225369-2,2019-10-16,CDC,0
2225356-2,2019-10-16,CDC,1
2224846-4,2019-10-16,CFFC,1
2208720-73,2019-10-15,PLEN,1
2208720-71,2019-10-15,PLEN,
2208720-68,2019-10-15,PLEN,0
2208720-65,2019-10-15,PLEN,0
2208720-61,2019-10-15,PLEN,0
2208720-56,2019-10-15,PLEN,0
2190655-29,2019-10-02,CDC,0
2208720-53,2019-10-15,PLEN,1
2208720-50,2019-10-15,PLEN,1
2208720-44,2019-10-15,PLEN,0
2208720-41,2019-10-15,PLEN,0
2208720-38,2019-10-15,PLEN,0
2224834-2,2019-10-15,CEXAMBIE,1
2224833-2,2019-10-15,CEXAMBIE,1
2224832-2,2019-10-15,CEXAMBIE,1
2224971-2,2019-10-15,PEC01719,1
2224790-2,2019-10-15,PEC01719,1
2224787-2,2019-10-15,PEC01719,1
2224745-2,2019-10-15,PEC01719,1
2224375-3,2019-10-15,PL804510,1
2223757-3,2019-10-15,PL804510,1
2225155-2,2019-10-15,PL039915,1
2225154-2,2019-10-15,PL039915,1
2225153-2,2019-10-15,PL039915,1
2225149-2,2019-10-15,PL039915,1
2225139-2,2019-10-15,PL039915,1
2225128-2,2019-10-15,PL039915,1
2225127-2,2019-10-15,PL039915,1
2225123-2,2019-10-15,PL039915,1
2225094-2,2019-10-15,PL039915,1
2225093-2,2019-10-15,PL039915,1
2225015-2,2019-10-15,PL039915,1
2224709-2,2019-10-15,PL039915,1
2224708-2,2019-10-15,PL039915,1
2224707-2,2019-10-15,PL039915,1
2224706-2,2019-10-15,PL039915,1
2224704-2,2019-10-15,PL039915,1
2224702-2,2019-10-15,PL039915,1
2224628-2,2019-10-15,PL039915,1
2224569-2,2019-10-15,PL039915,1
2224568-2,2019-10-15,PL039915,1
2224567-2,2019-10-15,PL039915,1
2224480-2,2019-10-15,PL039915,1
2224520-4,2019-10-10,CCJC,1
2224359-4,2019-10-09,CCTCI,1
2224754-42,2019-10-09,PLEN,1
2167716-66,2019-10-10,CCJC,1
2203194-33,2019-10-10,CCJC,1
2181447-46,2019-10-10,CCJC,1
2193159-23,2019-10-10,CCJC,1
2185085-44,2019-10-10,CCJC,1
2165021-45,2019-10-10,CCJC,1
494907-62,2019-10-10,CCJC,1
142412-82,2019-10-10,CCJC,1
556401-77,2019-10-10,CCJC,1
2190623-41,2019-10-10,CCJC,1
2089531-37,2019-10-10,CCJC,1
2176183-55,2019-10-10,CCJC,1
817936-35,2019-10-10,CCJC,1
331735-85,2019-10-10,CCJC,1
2089429-74,2019-10-10,CCJC,1
2025450-32,2019-10-10,CCJC,1
117968-117,2019-10-10,CCJC,1
17394-71,2019-10-10,CCJC,1
2211437-23,2019-10-10,CCJC,1
2203651-43,2019-10-10,CCJC,1
2200779-31,2019-10-10,CCJC,1
2198685-20,2019-10-10,CCJC,1
2198645-20,2019-10-10,CCJC,1
2198643-20,2019-10-10,CCJC,1
2196011-19,2019-10-10,CCJC,1
2197346-53,2019-10-10,CCJC,1
2195031-42,2019-10-10,CCJC,1
2205855-34,2019-10-10,CCJC,1
2205854-34,2019-10-10,CCJC,1
2189655-36,2019-10-10,CCJC,1
2184471-40,2019-10-10,CCJC,1
2176012-37,2019-10-10,CCJC,1
2151082-76,2019-10-10,CCJC,1
591590-39,2019-10-10,CCJC,1
2158716-114,2019-10-09,PLEN,1
2158716-112,2019-10-09,PLEN,1
2158716-111,2019-10-09,PLEN,1
2158716-105,2019-10-09,PLEN,0
2224754-35,2019-10-09,PLEN,1
2224754-32,2019-10-09,PLEN,1
2224760-5,2019-10-09,PLEN,1
271233-57,2019-10-09,MESA,1
271233-56,2019-10-09,MESA,1
2224214-2,2019-10-09,CEXOBRAS,1
2224213-2,2019-10-09,CEXOBRAS,1
2224055-2,2019-10-09,CEXOBRAS,1
2221649-2,2019-10-09,CEXOBRAS,1
2220250-2,2019-10-09,CEXOBRAS,1
2223835-2,2019-10-09,PL10887,1
2223761-2,2019-10-09,PL10887,1
2224263-2,2019-10-09,CIDOSO,1
2207348-8,2019-10-09,CLP,1
2224309-2,2019-10-09,CIDOSO,1
2224246-2,2019-10-09,PL230315,1
2223853-2,2019-10-09,PL230315,1
2224118-3,2019-10-09,CIDOSO,1
2223850-2,2019-10-09,PL230315,1
2223848-2,2019-10-09,PL230315,1
2223845-2,2019-10-09,PL230315,1
2190405-10,2019-10-09,CLP,1
2223841-2,2019-10-09,PL230315,1
2223837-2,2019-10-09,PL230315,1
2223834-2,2019-10-09,PL230315,1
2224396-2,2019-10-09,CLP,1
2224339-2,2019-10-09,CLP,1
2224338-2,2019-10-09,CLP,1
2223830-2,2019-10-09,PL230315,1
2224288-2,2019-10-09,CLP,1
2223749-2,2019-10-09,CLP,1
2223829-2,2019-10-09,PL230315,1
2223828-2,2019-10-09,PL230315,1
2223638-2,2019-10-09,PL230315,1
2170456-43,2019-10-09,CE,1
2223589-2,2019-10-09,CTUR,1
2224361-2,2019-10-09,CPD,1
2223437-2,2019-10-09,CPD,1
2222961-2,2019-10-09,CPD,1
2222900-2,2019-10-09,CPD,1
2197504-61,2019-10-09,PEC04819,1
2224228-2,2019-10-09,PEC04819,1
2193787-38,2019-10-09,CFT,1
2124631-57,2019-10-09,CME,1
2211436-18,2019-10-09,CREDN,1
2224376-2,2019-10-09,CREDN,1
2224336-2,2019-10-09,CREDN,1
2224320-2,2019-10-09,CREDN,1
2220982-3,2019-10-09,CREDN,1
2224257-2,2019-10-09,CE,1
2211437-19,2019-10-09,CCJC,1
2215659-24,2019-10-09,CCJC,1
2224165-2,2019-10-09,CE,1
2128821-102,2019-10-09,CCTCI,1
2080629-52,2019-10-09,CCTCI,1
2214840-21,2019-10-09,CAPADR,1
2183013-27,2019-10-09,CSSF,1
2206401-22,2019-10-09,CCJC,1
2192533-33,2019-10-09,CAPADR,1
2223754-2,2019-10-09,CE,1
2222630-3,2019-10-09,CE,1
2222612-3,2019-10-09,CE,1
2222576-3,2019-10-09,CE,1
2222561-3,2019-10-09,CE,1
2222529-3,2019-10-09,CE,1
2198613-23,2019-10-09,CFT,1
2222342-3,2019-10-09,CE,1
2217604-5,2019-10-09,CFT,1
2224278-2,2019-10-09,PEC01515,1
2224173-2,2019-10-09,PEC01515,1
2222496-2,2019-10-09,PEC01515,1
2222408-3,2019-10-09,PEC01515,1
2222614-4,2019-10-09,CE,1
2172564-43,2019-10-09,CAPADR,1
336532-86,2019-10-09,CFT,1
2210885-20,2019-10-09,CAPADR,1
2170840-44,2019-10-09,CCTCI,1
2140291-72,2019-10-09,CCTCI,1
2224200-2,2019-10-09,CVT,1
2193856-33,2019-10-09,CME,1
2222599-2,2019-10-09,CVT,1
2091498-51,2019-10-09,CME,1
2222193-2,2019-10-09,CVT,1
2083545-58,2019-10-09,CSSF,1
404399-61,2019-10-09,CAPADR,1
404399-60,2019-10-09,CAPADR,0
2122956-63,2019-10-09,CFT,1
2181146-26,2019-10-09,CFT,1
2224330-2,2019-10-09,CSSF,1
2224287-2,2019-10-09,CSSF,1
2224212-2,2019-10-09,CSSF,1
2224208-2,2019-10-09,CSSF,1
2224190-2,2019-10-09,CSSF,1
2224124-2,2019-10-09,CSSF,1
2223846-2,2019-10-09,CSSF,1
2223750-2,2019-10-09,CSSF,1
2223689-2,2019-10-09,CSSF,1
2224252-2,2019-10-09,CAPADR,1
2224251-2,2019-10-09,CAPADR,1
2224223-2,2019-10-09,CAPADR,1
2224171-2,2019-10-09,CAPADR,1
2223633-2,2019-10-09,CAPADR,1
2224360-3,2019-10-09,CCTCI,1
2195665-34,2019-10-09,CTASP,1
2210464-21,2019-10-09,CAPADR,0
2167702-30,2019-10-09,CVT,1
2203208-25,2019-10-09,CDU,1
2180078-31,2019-10-09,CTASP,1
2224348-2,2019-10-09,CVT,1
604065-42,2019-10-09,CTASP,1
2224258-3,2019-10-09,CE,1
2221749-2,2019-10-09,CVT,1
2169314-45,2019-10-09,CCJC,1
2224260-2,2019-10-09,CVT,1
426981-73,2019-10-09,CFFC,1
529393-81,2019-10-09,CTASP,1
2224098-2,2019-10-09,CME,1
2222891-2,2019-10-09,CME,1
2221755-4,2019-10-09,CFFC,1
2224254-3,2019-10-09,CE,1
2157835-38,2019-10-09,CAPADR,1
2224147-3,2019-10-09,CE,1
2224069-2,2019-10-09,CTASP,1
2224068-2,2019-10-09,CTASP,1
2223726-2,2019-10-09,CTASP,1
2224340-3,2019-10-09,CE,1
945554-126,2019-10-09,CFT,1
2222942-2,2019-10-09,CFT,1
2121944-44,2019-10-09,CDU,1
2124853-43,2019-10-09,CDU,1
2224166-2,2019-10-09,CDU,1
2223936-2,2019-10-08,PEC04519,1
2196833-261,2019-10-08,PEC04519,1
2223900-2,2019-10-08,PEC04519,1
621737-102,2019-10-08,CCJC,1
2221762-5,2019-10-08,PL326119,1
2193297-26,2019-10-08,CCJC,1
2025076-87,2019-10-08,CCJC,1
492476-104,2019-10-08,MESA,1
568597-136,2019-10-08,CCJC,1
2078070-73,2019-10-08,CCJC,1
2078070-72,2019-10-08,CCJC,0
2224061-2,2019-10-08,PL326719,1
2223948-2,2019-10-08,PL326719,1
2222677-2,2019-10-08,PL326719,1
2222673-2,2019-10-08,PL326719,1
2222615-2,2019-10-08,PL326719,1
2222604-2,2019-10-08,PL326719,1
2222494-2,2019-10-08,PL326719,1
2224102-2,2019-10-08,CEXMEC,1
2224093-2,2019-10-08,CEXMEC,1
2224092-2,2019-10-08,CEXMEC,1
2224091-2,2019-10-08,CEXMEC,1
2219205-2,2019-10-08,CEXMEC,1
2155635-50,2019-10-08,CCJC,1
2222508-4,2019-10-08,CMO,1
2222446-3,2019-10-08,CMO,1
2218874-11,2019-10-08,CMO,1
2218078-12,2019-10-08,CMO,1
2222803-2,2019-10-08,PL164619,1
2220445-4,2019-10-08,PL164619,1
2219183-6,2019-10-08,PL164619,1
2220370-17,2019-10-02,MESA,1
2211504-16,2019-10-02,MESA,1
2209914-19,2019-10-02,MESA,1
2208924-16,2019-10-02,MESA,1
2208114-16,2019-10-02,MESA,1
2207013-19,2019-10-02,MESA,1
2088737-37,2019-09-25,CE,1
2222392-2,2019-10-02,PL10887,1
2180685-31,2019-10-02,MESA,0
2152904-36,2019-10-02,MESA,0
2084981-47,2019-10-03,CCJC,1
2184269-36,2019-10-02,MESA,1
484402-86,2019-10-03,CCJC,1
2090233-52,2019-10-03,CCJC,1
2081971-57,2019-10-03,CCJC,1
618298-64,2019-10-03,CCJC,1
499217-95,2019-10-03,CCJC,1
494623-75,2019-10-03,CCJC,1
2222651-2,2019-10-03,PL804510,1
2222629-2,2019-10-03,PL804510,1
2222627-2,2019-10-03,PL804510,1
2222625-2,2019-10-03,PL804510,1
2222624-2,2019-10-03,PL804510,1
2222623-2,2019-10-03,PL804510,1
2222559-2,2019-10-03,PL804510,1
2222495-2,2019-10-03,PL804510,1
2222410-2,2019-10-03,PL804510,1
2222409-2,2019-10-03,PL804510,1
2222165-2,2019-10-03,PL804510,1
2162603-59,2019-10-03,CCJC,1
2079568-41,2019-10-03,CCJC,1
501081-77,2019-10-03,CCJC,1
2222780-2,2019-10-03,CCJC,1
323581-74,2019-10-03,CCJC,1
44192-72,2019-10-03,CCJC,1
2220827-2,2019-10-03,CCJC,1
2220721-2,2019-10-03,CCJC,1
2221203-2,2019-10-03,CCJC,1
2176363-22,2019-10-03,CCJC,1
2141018-22,2019-10-03,CCJC,1
2054500-21,2019-10-03,CCJC,1
843199-28,2019-10-03,CCJC,1
777559-27,2019-10-03,CCJC,1
604274-31,2019-10-03,CCJC,1
597515-33,2019-10-03,CCJC,1
2211029-51,2019-10-03,CCJC,1
1672505-38,2019-10-03,CCJC,1
2174920-43,2019-10-03,CCJC,1
2207502-35,2019-10-03,PLEN,1
2208248-34,2019-10-03,PLEN,1
2208248-32,2019-10-03,PLEN,1
2207838-33,2019-10-03,PLEN,1
2207838-31,2019-10-03,PLEN,1
2207502-31,2019-10-03,PLEN,1
2187937-45,2019-10-03,PLEN,1
2187937-43,2019-10-03,PLEN,1
2191308-85,2019-10-03,PLEN,1
2191308-83,2019-10-03,PLEN,0
2191308-81,2019-10-03,PLEN,1
2208248-24,2019-10-02,MESA,1
2207838-23,2019-10-02,MESA,1
2207502-23,2019-10-02,MESA,1
593065-90,2019-10-02,CME,1
605473-71,2019-10-02,CCJC,1
2083667-34,2019-10-02,CCJC,1
2195028-47,2019-10-02,CCJC,1
2194813-40,2019-10-02,CCJC,1
2189884-9,2019-10-02,CLP,1
2221563-5,2019-10-02,CLP,1
2156279-18,2019-10-02,CLP,1
2222674-2,2019-10-02,CLP,1
2222620-2,2019-10-02,CLP,1
2222619-2,2019-10-02,CLP,1
2222411-2,2019-10-02,CLP,1
2221673-3,2019-10-02,CLP,1
2149110-62,2019-10-02,CCJC,1
2123642-35,2019-10-02,CE,1
2221719-4,2019-10-02,CCULT,1
2191126-33,2019-10-02,CVT,1
2110439-66,2019-10-02,CCJC,1
2055677-66,2019-10-02,CCJC,1
2201469-26,2019-10-02,CCJC,1
2222711-3,2019-10-02,CSSF,1
2222582-3,2019-10-02,CSSF,1
2221540-4,2019-10-02,CCULT,1
2222484-3,2019-10-02,CSSF,1
2222406-3,2019-10-02,CSSF,1
2222369-3,2019-10-02,CSSF,1
2205346-21,2019-10-02,CTUR,1
2222322-3,2019-10-02,CSSF,1
2221981-2,2019-10-02,CSSF,1
2192251-28,2019-10-02,CCJC,1
2222729-2,2019-10-02,PL230315,1
2190987-47,2019-10-02,CSPCCO,1
2176598-60,2019-10-02,CSPCCO,1
2141516-50,2019-10-02,CSPCCO,1
2220669-3,2019-10-02,CCULT,1
2222583-2,2019-10-02,CCULT,1
2222518-2,2019-10-02,CCULT,1
2221538-3,2019-10-02,CCULT,1
2221507-3,2019-10-02,CCULT,1
2221461-3,2019-10-02,CCULT,1
2221419-3,2019-10-02,CCULT,1
2219228-5,2019-10-02,CCULT,1
2191254-25,2019-10-02,CIDOSO,1
1531491-94,2019-10-02,CSPCCO,1
2190707-31,2019-10-02,CIDOSO,1
2191686-31,2019-10-02,CMULHER,1
2222768-2,2019-10-02,CMULHER,1
2222735-3,2019-10-02,CMULHER,1
2222765-3,2019-10-02,CMULHER,1
2190632-29,2019-10-02,CCJC,1
2079781-54,2019-10-02,CCJC,1
2222564-2,2019-10-02,CSPCCO,1
2222256-3,2019-10-02,CSPCCO,1
2222256-2,2019-10-02,CSPCCO,1
2222702-2,2019-10-02,CIDOSO,1
2222698-2,2019-10-02,CIDOSO,1
2208589-28,2019-10-02,CIDOSO,1
2208247-32,2019-10-02,CIDOSO,1
2208589-27,2019-10-02,CIDOSO,1
2209706-26,2019-10-02,CPD,1
2208247-30,2019-10-02,CIDOSO,1
2205879-24,2019-10-02,CPD,1
2222553-3,2019-10-02,CPD,1
2222668-4,2019-10-02,CCTCI,1
1554111-110,2019-10-02,CDC,1
2218051-4,2019-10-02,CCTCI,1
945948-54,2019-10-02,CAPADR,1
2222294-2,2019-10-02,PEC04819,1
2220816-3,2019-10-02,PEC04819,1
2197456-25,2019-10-02,CMADS,1
2191513-34,2019-10-02,CMADS,1
2190988-33,2019-10-02,CMADS,1
2118202-71,2019-10-02,CMADS,1
2136674-32,2019-10-02,CMADS,1
1594134-75,2019-10-02,CCJC,1
2191057-31,2019-10-02,CSSF,1
2170974-31,2019-10-02,CSSF,1
603324-80,2019-10-02,CSSF,1
2208685-21,2019-10-02,CDEICS,1
2159798-38,2019-10-02,CREDN,1
2207608-18,2019-10-02,CREDN,1
2222730-2,2019-10-02,CREDN,1
2222706-2,2019-10-02,CREDN,1
2222743-4,2019-10-02,CCJC,1
2083337-56,2019-10-02,CAPADR,1
2222709-2,2019-10-02,CAPADR,1
2222707-2,2019-10-02,CAPADR,1
2222542-2,2019-10-02,CAPADR,1
2145237-44,2019-10-02,CCTCI,1
2150161-35,2019-10-02,CDC,1
2222584-2,2019-10-02,CAPADR,1
2222445-2,2019-10-02,CAPADR,1
2222444-2,2019-10-02,CAPADR,1
2191874-52,2019-10-02,CSSF,1
2221674-2,2019-10-02,CAPADR,1
2221668-2,2019-10-02,CAPADR,1
2193074-22,2019-10-02,CFT,1
2150528-43,2019-10-02,CFT,1
2114759-43,2019-10-02,CTASP,1
2216662-21,2019-10-02,CME,1
2222626-4,2019-10-02,CCTCI,1
2168399-50,2019-10-02,CME,1
2222343-4,2019-10-02,CCTCI,1
2203431-26,2019-10-02,CSSF,1
2197715-30,2019-10-02,CSSF,1
2221579-2,2019-10-02,CAPADR,1
1278807-52,2019-10-02,CTASP,1
2218053-4,2019-10-02,CCTCI,1
2218052-4,2019-10-02,CCTCI,1
2222575-4,2019-10-02,CCTCI,1
2113697-43,2019-10-02,CFT,1
2222493-2,2019-10-02,CFT,1
2222346-2,2019-10-02,CFT,1
2084699-63,2019-10-02,CME,1
2222345-2,2019-10-02,CFT,1
2222458-2,2019-10-02,CTASP,1
2222220-2,2019-10-02,CTASP,1
2221886-2,2019-10-02,CTASP,1
2221871-2,2019-10-02,CTASP,1
2222617-2,2019-10-02,CDEICS,1
2222613-2,2019-10-02,CDEICS,1
2222344-3,2019-10-02,CFT,1
2222530-2,2019-10-02,CDEICS,1
2222324-2,2019-10-02,CDEICS,1
2221835-2,2019-10-02,CDEICS,1
2209417-24,2019-10-02,CDC,1
2222657-3,2019-10-02,CDU,1
606747-47,2019-10-02,CME,1
2222589-2,2019-10-02,CDU,1
2149923-78,2019-10-02,CDEICS,1
2222588-3,2019-10-02,CDU,1
2222180-3,2019-10-02,CFT,1
2214203-22,2019-10-02,CAPADR,1
2222825-2,2019-10-02,CME,1
2221457-2,2019-10-02,CMADS,1
2220729-2,2019-10-02,CMADS,1
2220359-2,2019-10-02,CMADS,1
2219287-3,2019-10-02,CMADS,1
2219254-2,2019-10-02,CMADS,1
2219012-3,2019-10-02,CMADS,1
2219010-3,2019-10-02,CMADS,1
2219003-3,2019-10-02,CMADS,1
2217754-4,2019-10-02,CMADS,1
2217490-4,2019-10-02,CMADS,1
2217441-4,2019-10-02,CMADS,1
2217427-4,2019-10-02,CMADS,1
2217391-4,2019-10-02,CMADS,1
2217308-4,2019-10-02,CMADS,1
2212362-51,2019-10-01,PLEN,1
2212362-47,2019-10-01,PLEN,1
2212362-44,2019-10-01,PLEN,
2212362-40,2019-10-01,PLEN,1
2191448-26,2019-09-25,CTASP,1
2222644-5,2019-10-01,PLEN,1
2212588-38,2019-10-01,PLEN,1
2212588-36,2019-10-01,PLEN,1
2212588-34,2019-10-01,PLEN,1
2209358-36,2019-10-01,PLEN,1
2209358-34,2019-10-01,PLEN,1
2209358-32,2019-10-01,PLEN,1
2212362-28,2019-10-01,PLEN,1
2212362-27,2019-10-01,PLEN,1
2222767-4,2019-10-01,PLEN,1
2208427-39,2019-10-01,PLEN,1
2208427-37,2019-10-01,PLEN,1
2211838-13,2019-10-01,CMO,1
2208427-35,2019-10-01,PLEN,1
2211834-19,2019-10-01,CMO,1
600672-112,2019-10-01,PLEN,1
600672-109,2019-10-01,PLEN,1
600672-106,2019-10-01,PLEN,1
600672-105,2019-10-01,PLEN,1
2222645-5,2019-10-01,PLEN,1
2145273-50,2019-10-01,CCJC,1
1230386-29,2019-10-01,CCJC,1
2222473-2,2019-10-01,CEXAMBIE,1
2222472-2,2019-10-01,CEXAMBIE,1
2222471-2,2019-10-01,CEXAMBIE,1
2222470-2,2019-10-01,CEXAMBIE,1
2221937-2,2019-10-01,PEC04519,1
2221712-2,2019-10-01,PEC04519,1
2221554-2,2019-10-01,PEC04519,1
2220818-3,2019-10-01,PEC04519,1
2220724-3,2019-10-01,PEC04519,1
2220506-3,2019-10-01,PEC04519,1
2220436-3,2019-10-01,PEC04519,1
2220111-4,2019-10-01,PEC04519,1
2219969-4,2019-10-01,PEC04519,1
2219255-4,2019-10-01,PEC04519,1
2220435-3,2019-10-01,PEC04519,1
2220975-2,2019-10-01,CEXFEMIN,1
573282-69,2019-10-01,CCJC,1
2192354-46,2019-10-01,CCJC,1
2222469-2,2019-10-01,PL326719,1
2222142-2,2019-10-01,PL326719,1
2221831-2,2019-10-01,PL326719,1
2221601-3,2019-10-01,PL326719,1
2221566-3,2019-10-01,PL326719,1
2221550-3,2019-10-01,PL326719,1
2221502-3,2019-10-01,PL326719,1
2221149-3,2019-10-01,PL326719,1
2220782-3,2019-10-01,PL326719,1
2220531-3,2019-10-01,PL326719,1
2206203-43,2019-10-01,PL326719,1
2222468-2,2019-10-01,PL326719,1
2192354-42,2019-10-01,CCJC,0
2220490-3,2019-10-01,PL326719,1
2211834-17,2019-10-01,CMO,1
2222476-2,2019-10-01,PEC02419,1
2222450-2,2019-10-01,PEC02419,1
