id,data,siglaOrgao,aprovacao
2275438-3,2021-04-22,CDHM,1
2275437-3,2021-04-22,CDHM,1
2275436-3,2021-04-22,CDHM,1
2196406-86,2021-04-22,PLEN,0
2196406-83,2021-04-22,PLEN,1
2196406-81,2021-04-22,PLEN,1
2277242-24,2021-04-22,PLEN,1
2277945-10,2021-04-22,PLEN,1
2252939-21,2021-04-22,PLEN,1
2253453-10,2021-04-22,PLEN,1
2199982-38,2021-04-22,CTUR,1
2278040-5,2021-04-22,CDEICS,1
2190738-36,2021-04-22,CTUR,1
2278288-2,2021-04-22,CTUR,1
2278286-2,2021-04-22,CTUR,1
2278283-2,2021-04-22,CTUR,1
2278608-2,2021-04-22,CTUR,1
2278280-2,2021-04-22,CTUR,1
2278277-2,2021-04-22,CTUR,1
2278273-2,2021-04-22,CTUR,1
2278268-2,2021-04-22,CTUR,1
2136675-36,2021-04-22,CE,1
2277929-4,2021-04-22,CDEICS,1
2278613-2,2021-04-22,CE,1
2277786-4,2021-04-22,CDEICS,1
2278364-2,2021-04-22,CE,1
2278166-2,2021-04-22,CE,1
2277782-3,2021-04-22,CDEICS,1
2277347-66,2021-04-20,PLEN,1
2277347-64,2021-04-20,PLEN,1
2277347-60,2021-04-20,PLEN,1
2277347-58,2021-04-20,PLEN,0
2267745-125,2021-04-20,PLEN,1
2267745-123,2021-04-20,PLEN,0
2267745-120,2021-04-20,PLEN,0
2267745-118,2021-04-20,PLEN,0
2267745-115,2021-04-20,PLEN,
2267745-111,2021-04-20,PLEN,0
2267745-107,2021-04-20,PLEN,0
2267745-104,2021-04-20,PLEN,1
2267745-99,2021-04-20,PLEN,0
2267745-94,2021-04-20,PLEN,0
2267745-89,2021-04-20,PLEN,0
2267745-74,2021-04-20,PLEN,1
2267745-68,2021-04-20,PLEN,0
2267745-65,2021-04-20,PLEN,0
2267745-52,2021-04-20,PLEN,0
2270894-30,2021-04-20,PLEN,1
2278141-8,2021-04-20,PLEN,1
2209723-8,2021-04-20,PLEN,1
18156-102,2021-04-20,PLEN,1
51185-21,2021-04-20,PLEN,1
2275355-10,2021-04-20,PLEN,1
2144457-16,2021-04-20,CLP,1
2277347-41,2021-04-20,CCJC,0
2278439-2,2021-04-20,CLP,1
2278253-2,2021-04-20,CLP,1
2278370-2,2021-04-20,CEXINFAN,1
2278368-2,2021-04-20,CEXINFAN,1
2278367-2,2021-04-20,CEXINFAN,1
2278366-2,2021-04-20,CEXINFAN,1
2278365-2,2021-04-20,CEXINFAN,1
2221168-22,2021-04-20,CCULT,1
2277347-38,2021-04-20,CCULT,1
2208689-51,2021-04-20,CESPO,1
2278206-3,2021-04-20,CESPO,1
2278490-2,2021-04-20,CCULT,1
2182467-43,2021-04-20,CSSF,1
2089842-67,2021-04-20,CSSF,1
2278441-3,2021-04-20,CVT,1
2275781-6,2021-04-20,CVT,1
2166597-33,2021-04-20,CSSF,1
2128821-119,2021-04-20,CSSF,1
383430-122,2021-04-20,CFT,1
2193560-49,2021-04-20,CFT,1
2233454-23,2021-04-20,CVT,1
2112734-50,2021-04-20,CFT,1
2140451-50,2021-04-20,CSSF,1
2212907-32,2021-04-20,CVT,1
2083422-31,2021-04-20,CSSF,1
2198085-25,2021-04-20,CSPCCO,1
1692939-77,2021-04-20,CVT,1
2092935-53,2021-04-20,CSPCCO,1
2277868-5,2021-04-20,CFFC,1
2144805-32,2021-04-20,CSSF,1
2233836-19,2021-04-20,CVT,1
2257218-20,2021-04-20,CSSF,1
2277889-2,2021-04-20,CFFC,1
2277888-2,2021-04-20,CFFC,1
2026157-38,2021-04-20,CSSF,1
2278218-4,2021-04-20,CSPCCO,1
2217741-25,2021-04-20,CVT,1
2277830-3,2021-04-20,CSPCCO,1
2276434-5,2021-04-20,CVT,1
2141866-29,2021-04-20,CFT,1
2278355-3,2021-04-20,CVT,1
2210200-25,2021-04-20,CSSF,1
2278354-3,2021-04-20,CVT,1
2278459-2,2021-04-20,CSSF,1
2278458-2,2021-04-20,CSSF,1
2278388-2,2021-04-20,CSSF,1
2278371-2,2021-04-20,CSSF,1
2278178-2,2021-04-20,CSSF,1
2254871-26,2021-04-20,CSSF,1
2278345-3,2021-04-20,CVT,1
2278173-2,2021-04-20,CSSF,1
2278079-2,2021-04-20,CSSF,1
2277994-3,2021-04-20,CSSF,1
2277864-3,2021-04-20,CSSF,1
2277845-3,2021-04-20,CSSF,1
2277691-3,2021-04-20,CSSF,1
2277585-3,2021-04-20,CSSF,1
2277584-3,2021-04-20,CSSF,1
2277772-3,2021-04-20,CSPCCO,1
2278181-2,2021-04-20,CSSF,1
2277564-3,2021-04-20,CSSF,1
2277277-3,2021-04-20,CSSF,1
2277049-3,2021-04-20,CFT,1
2277960-2,2021-04-20,CME,1
2277737-4,2021-04-20,CSPCCO,1
2277959-2,2021-04-20,CME,1
2277919-3,2021-04-20,CVT,1
2277961-2,2021-04-20,CME,1
2277048-3,2021-04-20,CFT,1
2277677-4,2021-04-20,CSPCCO,1
2276563-2,2021-04-20,CFT,1
2277253-3,2021-04-20,CSPCCO,1
2275392-5,2021-04-20,CFT,1
2277918-2,2021-04-20,CVT,1
2142126-89,2021-04-20,CSPCCO,1
2277754-2,2021-04-20,CME,1
2208695-34,2021-04-20,CFT,1
2075821-81,2021-04-15,CCJC,1
2139808-65,2021-04-15,CCJC,1
2171933-78,2021-04-15,CCJC,1
465840-73,2021-04-15,CCJC,1
2192142-75,2021-04-15,CCJC,1
2191635-51,2021-04-15,CCJC,1
2150035-73,2021-04-15,CCJC,1
1299574-66,2021-04-15,CCJC,1
1202989-66,2021-04-15,CCJC,1
512108-102,2021-04-15,CCJC,1
420230-92,2021-04-15,CCJC,1
328361-95,2021-04-15,CCJC,1
2266148-51,2021-04-15,PLEN,1
2266148-47,2021-04-15,PLEN,1
2266148-44,2021-04-15,PLEN,1
2265475-42,2021-04-15,PLEN,1
2265475-39,2021-04-15,PLEN,1
2263017-47,2021-04-15,PLEN,1
2263017-44,2021-04-15,PLEN,1
2265215-38,2021-04-15,PLEN,1
2265215-36,2021-04-15,PLEN,1
2265215-34,2021-04-15,PLEN,1
2265215-32,2021-04-15,PLEN,1
2277647-5,2021-04-15,CIDOSO,1
2277727-5,2021-04-15,CIDOSO,1
2226794-32,2021-04-15,CIDOSO,1
2278044-2,2021-04-15,CTUR,1
2278042-3,2021-04-15,CTUR,1
2275341-3,2021-04-15,CDC,1
2254725-30,2021-04-15,CDC,1
2278004-3,2021-04-15,CDC,1
2277962-2,2021-04-15,CE,1
2277942-3,2021-04-15,CTUR,1
2277949-2,2021-04-15,CE,1
2277922-2,2021-04-15,CE,1
2277891-2,2021-04-15,CE,1
2277878-2,2021-04-15,CE,1
2277852-2,2021-04-15,CE,1
2277803-2,2021-04-15,CE,1
2277797-2,2021-04-15,CE,1
2277790-2,2021-04-15,CE,1
2277789-2,2021-04-15,CE,1
2277721-2,2021-04-15,CE,1
2277664-2,2021-04-15,CE,1
2277640-2,2021-04-15,CE,1
2277639-3,2021-04-15,CE,1
2277637-2,2021-04-15,CE,1
2275671-4,2021-04-15,CIDOSO,1
522555-123,2021-04-13,CMADS,0
2192587-60,2021-04-13,PLEN,1
2192587-58,2021-04-13,PLEN,1
2175078-33,2021-03-17,CFFC,1
2271087-77,2021-04-13,PLEN,1
2271087-75,2021-04-13,PLEN,1
2277565-8,2021-04-13,PLEN,1
2274464-8,2021-04-13,PLEN,1
2277810-2,2021-04-13,CEXCORVI,1
2277809-2,2021-04-13,CEXCORVI,1
2221910-22,2021-04-13,CVT,1
2236985-21,2021-04-13,CVT,1
2236983-21,2021-04-13,CVT,1
2270163-9,2021-04-13,PLEN,1
2263126-8,2021-04-13,PLEN,1
522555-113,2021-04-13,CMADS,1
525551-30,2021-04-13,MESA,1
2252029-38,2021-04-13,CCJC,0
2236218-6,2021-04-13,CLP,1
2277672-2,2021-04-13,CLP,1
2277787-2,2021-04-13,CLP,1
2259192-22,2021-04-13,CTASP,1
2229551-24,2021-04-13,CPD,1
2277616-2,2021-04-13,CLP,1
2277784-2,2021-04-13,CLP,1
2277518-2,2021-04-13,CMADS,1
2276321-3,2021-04-13,CMADS,1
2250493-22,2021-04-13,CCULT,0
2250493-21,2021-04-13,CCULT,1
1203358-39,2021-04-13,CCULT,1
2277774-2,2021-04-13,CLP,1
2277392-2,2021-04-13,CLP,1
2277783-2,2021-04-13,CPD,1
2221945-24,2021-04-13,CESPO,1
2277776-2,2021-04-13,CPD,1
2277397-4,2021-04-13,CESPO,1
2277752-4,2021-04-13,CESPO,1
2277648-5,2021-04-13,CESPO,1
2277145-2,2021-04-13,CPD,1
2277139-2,2021-04-13,CPD,1
2277686-2,2021-04-13,CCULT,1
2277670-2,2021-04-13,CCULT,1
2277629-2,2021-04-13,CCULT,1
2277606-2,2021-04-13,CCULT,1
2276648-2,2021-04-13,CCULT,1
2276647-2,2021-04-13,CCULT,1
2277623-4,2021-04-13,CESPO,1
2277622-4,2021-04-13,CESPO,1
2277621-4,2021-04-13,CESPO,1
2276933-3,2021-04-13,CTASP,1
2276912-3,2021-04-13,CTASP,1
2208247-48,2021-04-13,CVT,1
2276681-3,2021-04-13,CTASP,1
2190715-46,2021-04-13,CVT,1
2276679-3,2021-04-13,CTASP,1
2276678-3,2021-04-13,CTASP,1
2277490-2,2021-04-13,CME,1
2275223-3,2021-04-13,CME,1
2277427-2,2021-04-08,CEXCORVI,1
2147240-54,2021-04-08,CCJC,1
505817-109,2021-04-08,CCJC,1
2200537-62,2021-04-08,CCJC,1
2198967-49,2021-04-08,CCJC,1
2196339-57,2021-04-08,CCJC,1
2195665-67,2021-04-08,CCJC,1
2194049-59,2021-04-08,CCJC,1
2194013-51,2021-04-08,CCJC,1
2193762-67,2021-04-08,CCJC,1
2193223-49,2021-04-08,CCJC,1
2210857-34,2021-04-08,CCJC,1
2209830-34,2021-04-08,CCJC,1
2206710-34,2021-04-08,CCJC,1
2205857-33,2021-04-08,CCJC,1
2205840-33,2021-04-08,CCJC,1
2205828-33,2021-04-08,CCJC,1
2205794-33,2021-04-08,CCJC,1
2204729-35,2021-04-08,CCJC,1
2204710-34,2021-04-08,CCJC,1
2204706-34,2021-04-08,CCJC,1
2204693-35,2021-04-08,CCJC,1
2204688-35,2021-04-08,CCJC,1
2175113-68,2021-04-08,CCJC,1
2172931-64,2021-04-08,CCJC,1
2189669-36,2021-04-08,CCJC,1
2186534-38,2021-04-08,CCJC,1
2164028-60,2021-04-08,CCJC,1
2157782-77,2021-04-08,CCJC,1
2149654-72,2021-04-08,CCJC,1
2088407-87,2021-04-08,CCJC,1
2081317-83,2021-04-08,CCJC,1
2055422-72,2021-04-08,CCJC,1
1700664-119,2021-04-08,CCJC,1
1302486-73,2021-04-08,CCJC,1
578395-43,2021-04-08,CCJC,1
563953-132,2021-04-08,CCJC,1
519124-76,2021-04-08,CCJC,1
478836-86,2021-04-08,CCJC,1
478835-79,2021-04-08,CCJC,1
447315-58,2021-04-08,CCJC,1
376735-113,2021-04-08,CCJC,1
2205607-37,2021-04-08,CTUR,1
2176599-37,2021-04-08,CTUR,1
2223847-23,2021-04-08,CSSF,1
2218239-23,2021-04-08,CSSF,1
501638-140,2021-04-08,CIDOSO,1
2213555-23,2021-04-08,CSSF,1
2192343-35,2021-04-08,CMULHER,1
2224380-21,2021-04-08,CSSF,1
2276274-3,2021-04-08,CMULHER,1
2277215-3,2021-04-08,CMULHER,1
2277232-2,2021-04-08,CMULHER,1
2277175-2,2021-04-08,CSSF,1
2277091-2,2021-04-08,CSSF,1
2277089-2,2021-04-08,CSSF,1
2277088-2,2021-04-08,CSSF,1
2277087-2,2021-04-08,CSSF,1
2276645-2,2021-04-08,CSSF,1
2276110-3,2021-04-08,CDC,1
2277205-3,2021-04-08,CDC,1
2277195-2,2021-04-08,CTUR,1
2276514-2,2021-04-08,CTUR,1
2277196-3,2021-04-08,CTUR,1
2275110-4,2021-04-08,CIDOSO,1
2276698-2,2021-04-08,CTUR,1
2276571-2,2021-04-08,CTUR,1
2275832-2,2021-04-08,CTUR,1
2275192-9,2021-04-07,PLEN,1
2275489-10,2021-04-07,PLEN,1
2268029-154,2021-04-07,PLEN,1
2268029-152,2021-04-07,PLEN,1
2268029-150,2021-04-07,PLEN,1
2268029-143,2021-04-07,PLEN,1
2274204-157,2021-04-07,PLEN,1
2274204-155,2021-04-07,PLEN,0
2274204-151,2021-04-07,PLEN,0
2183071-50,2021-04-07,CDEICS,1
2274204-149,2021-04-07,PLEN,0
2227041-23,2021-04-07,CSPCCO,1
2274204-137,2021-04-07,PLEN,0
2115226-37,2021-04-07,CSSF,1
2208468-28,2021-04-07,CSPCCO,0
2234613-20,2021-04-07,CDEICS,1
2276608-2,2021-04-07,CINDRA,1
1212575-44,2021-04-07,CSPCCO,1
2276490-5,2021-04-07,CDEICS,1
2276489-4,2021-04-07,CDEICS,1
2276377-5,2021-04-07,CDEICS,1
2276607-2,2021-04-07,CINDRA,1
2276606-2,2021-04-07,CINDRA,1
2275194-3,2021-04-07,CCTCI,1
2275236-5,2021-04-07,CDEICS,1
2274660-3,2021-04-07,CCTCI,1
2275550-2,2021-04-07,CINDRA,1
2273973-3,2021-04-07,CCTCI,1
2276605-2,2021-04-07,CINDRA,1
2274149-2,2021-04-07,CINDRA,1
2274148-2,2021-04-07,CINDRA,1
2274147-2,2021-04-07,CINDRA,1
2276725-4,2021-04-07,CSPCCO,1
2275815-4,2021-04-07,CSPCCO,1
2265652-58,2021-04-07,CCJC,1
2242181-58,2021-04-07,CCJC,1
576175-99,2021-04-07,CE,1
508111-79,2021-04-07,CFFC,1
2273868-6,2021-04-07,CDEICS,1
2194767-24,2021-04-07,CFFC,1
2118307-39,2021-04-07,CFFC,1
2276520-4,2021-04-07,CDEICS,1
2150163-40,2021-04-07,CCJC,0
2190668-46,2021-04-07,CE,1
2190668-44,2021-04-07,CE,0
2212011-29,2021-04-07,CDEICS,1
2276677-3,2021-04-07,CDEICS,1
2276358-5,2021-04-07,CDEICS,1
2151399-58,2021-04-07,CE,1
2276076-5,2021-04-07,CDEICS,1
2144995-73,2021-04-07,CSSF,1
2276610-2,2021-04-07,CSSF,1
2151399-56,2021-04-07,CE,0
2276586-2,2021-04-07,CSSF,1
2276574-2,2021-04-07,CSSF,1
2276342-2,2021-04-07,CSSF,1
2275865-2,2021-04-07,CSSF,1
2275833-2,2021-04-07,CSSF,1
2121789-46,2021-04-07,CE,0
2199325-20,2021-04-07,CREDN,1
2273820-2,2021-04-07,CREDN,1
2273797-2,2021-04-07,CREDN,1
2276613-2,2021-04-07,CSSF,1
2276575-2,2021-04-07,CSSF,1
2276438-2,2021-04-07,CSSF,1
2276328-2,2021-04-07,CSSF,1
2276056-2,2021-04-07,CSSF,1
2275963-2,2021-04-07,CSSF,1
2275892-5,2021-04-07,CDEICS,1
2275809-2,2021-04-07,CSSF,1
2275551-5,2021-04-07,CDEICS,1
2275802-2,2021-04-07,CSSF,1
2275800-2,2021-04-07,CSSF,1
2275798-3,2021-04-07,CSSF,1
2275796-2,2021-04-07,CSSF,1
2275794-2,2021-04-07,CSSF,1
2275793-2,2021-04-07,CSSF,1
2275790-2,2021-04-07,CSSF,1
2275729-2,2021-04-07,CSSF,1
2275317-2,2021-04-07,CSSF,1
2275315-2,2021-04-07,CSSF,1
2275891-4,2021-04-07,CDEICS,1
2276727-3,2021-04-07,CFFC,1
2275636-3,2021-04-07,CDEICS,1
2276641-3,2021-04-07,CFFC,1
2276531-2,2021-04-07,CFFC,1
2276530-2,2021-04-07,CFFC,1
2276382-2,2021-04-07,CAPADR,1
2276990-2,2021-04-07,CE,1
2276803-2,2021-04-07,CE,1
2276683-2,2021-04-07,CE,1
2276680-2,2021-04-07,CE,1
2276666-2,2021-04-07,CE,1
2276589-2,2021-04-07,CE,1
2276476-2,2021-04-07,CE,1
2276474-2,2021-04-07,CE,1
2276473-2,2021-04-07,CE,1
2276165-2,2021-04-07,CE,1
2275903-2,2021-04-07,CE,1
2275901-2,2021-04-07,CE,1
2275895-2,2021-04-07,CE,1
2275487-2,2021-04-07,CE,1
2216621-33,2021-04-07,CE,1
2276466-3,2021-04-07,CFFC,1
2276184-2,2021-04-07,CAPADR,1
2273916-5,2021-04-07,CCTCI,1
2276477-2,2021-04-07,CE,1
2274204-110,2021-04-06,PLEN,0
2274204-107,2021-04-06,PLEN,
2274204-104,2021-04-06,PLEN,
2274204-101,2021-04-06,PLEN,0
2274204-97,2021-04-06,PLEN,0
2274204-92,2021-04-06,PLEN,
2274204-88,2021-04-06,PLEN,1
2274204-85,2021-04-06,PLEN,0
2274204-81,2021-04-06,PLEN,0
2274204-67,2021-04-06,PLEN,1
2244115-74,2021-04-06,CCJC,1
2274204-57,2021-04-06,PLEN,0
2276120-16,2021-04-06,PLEN,1
2274204-47,2021-04-06,PLEN,0
2275667-16,2021-04-06,CME,1
2276409-3,2021-04-06,CLP,1
2276408-3,2021-04-06,CLP,1
2276540-5,2021-04-06,CESPO,1
2276539-5,2021-04-06,CESPO,1
2275847-3,2021-04-06,CLP,1
2275633-5,2021-04-06,CESPO,1
2275563-5,2021-04-06,CESPO,1
2275561-5,2021-04-06,CESPO,1
2276290-2,2021-04-06,CME,1
2276087-2,2021-04-06,CME,1
2273851-3,2021-04-06,GT5G,1
2275910-2,2021-04-06,CME,1
2275688-3,2021-04-06,CTASP,1
2275668-2,2021-04-06,CME,1
2275644-3,2021-04-06,CTASP,1
2275547-2,2021-04-06,CME,1
2275643-3,2021-04-06,CTASP,1
2275409-2,2021-04-06,CME,1
2275330-2,2021-04-06,CME,1
2275792-2,2021-04-06,CME,1
2274346-4,2021-04-06,CME,1
2273940-2,2021-04-06,CME,1
2275578-4,2021-04-06,CTASP,1
2225963-22,2021-04-06,CVT,1
2275946-2,2021-04-06,CTASP,1
2275829-2,2021-04-06,CTASP,1
2275577-3,2021-04-06,CTASP,1
2221005-23,2021-04-06,CVT,1
2229527-22,2021-04-06,CVT,1
2276434-2,2021-04-06,CVT,1
2276433-3,2021-04-06,CVT,1
2276430-3,2021-04-06,CVT,1
2276428-2,2021-04-06,CVT,1
2241982-65,2021-03-31,PLEN,1
2241982-55,2021-03-31,PLEN,1
2275255-69,2021-03-31,PLEN,1
2275255-67,2021-03-31,PLEN,0
2275255-63,2021-03-31,PLEN,0
2275255-59,2021-03-31,PLEN,
2275255-51,2021-03-31,PLEN,1
2275255-46,2021-03-31,PLEN,0
2275255-44,2021-03-31,PLEN,1
2275255-24,2021-03-31,PLEN,1
2275255-23,2021-03-31,PLEN,1
2275834-9,2021-03-31,PLEN,1
2251961-50,2021-03-31,PLEN,1
2207808-25,2021-03-31,CVT,1
2077152-47,2021-03-31,CVT,1
2251961-48,2021-03-31,PLEN,0
2251961-45,2021-03-31,PLEN,1
2274659-3,2021-03-31,CCTCI,1
2251961-41,2021-03-31,PLEN,1
2274656-2,2021-03-31,CCTCI,1
2274579-2,2021-03-31,CCTCI,1
2274499-2,2021-03-31,CCTCI,1
2274442-3,2021-03-31,CCTCI,1
2276050-2,2021-03-31,CREDN,1
2271087-44,2021-03-31,PLEN,1
2271087-41,2021-03-31,PLEN,1
2275860-2,2021-03-31,CREDN,1
2275855-2,2021-03-31,CREDN,1
2274374-2,2021-03-31,CREDN,1
2273796-2,2021-03-31,CREDN,1
2275754-3,2021-03-31,CFFC,1
2275752-3,2021-03-31,CFFC,1
2275848-3,2021-03-31,CVT,1
2275711-2,2021-03-31,CFFC,1
2275912-4,2021-03-31,CVT,1
2275911-2,2021-03-31,CVT,1
2275710-2,2021-03-31,CFFC,1
2275709-3,2021-03-31,CFFC,1
2222255-22,2021-03-31,CAPADR,1
2222254-22,2021-03-31,CAPADR,1
2274467-3,2021-03-31,CFT,1
2183191-56,2021-03-31,CFT,1
2080286-54,2021-03-31,CFT,1
2275971-2,2021-03-31,CAPADR,1
2275944-2,2021-03-31,CAPADR,1
2275842-2,2021-03-31,CFT,1
2275885-2,2021-03-31,CAPADR,1
2275676-2,2021-03-31,CFT,1
2275220-3,2021-03-31,CFFC,1
2275228-2,2021-03-31,CFT,1
2275795-2,2021-03-31,CAPADR,1
2275602-2,2021-03-31,CAPADR,1
2275510-2,2021-03-31,CAPADR,1
2275446-2,2021-03-31,CAPADR,1
2275264-2,2021-03-31,CAPADR,1
2242002-6,2021-03-30,PLEN,1
2272142-7,2021-03-30,PLEN,1
2275502-37,2021-03-30,PLEN,1
2275502-34,2021-03-30,PLEN,1
2275502-31,2021-03-30,PLEN,1
2252074-79,2021-03-30,PLEN,1
2252074-76,2021-03-30,PLEN,1
2252074-62,2021-03-30,PLEN,1
2236170-47,2021-03-30,CCJC,1
2273510-14,2021-03-30,PLEN,1
2273510-13,2021-03-30,PLEN,1
2274212-8,2021-03-30,PLEN,1
2212145-37,2021-03-30,CESPO,1
2275169-7,2021-03-30,PLEN,1
2252808-7,2021-03-30,PLEN,1
2275502-18,2021-03-30,PLEN,1
2275835-8,2021-03-30,PLEN,1
2252074-46,2021-03-30,CCJC,1
2242181-47,2021-03-30,CCJC,0
2275628-2,2021-03-30,GTELEI,1
2275818-2,2021-03-30,CLP,1
2274507-2,2021-03-30,CLP,1
2213241-24,2021-03-30,CPD,1
2208086-36,2021-03-30,CPD,1
2274354-2,2021-03-30,CLP,1
2213247-23,2021-03-30,CPD,1
2275797-2,2021-03-30,CCULT,1
2275665-2,2021-03-30,CCULT,1
2275664-2,2021-03-30,CCULT,1
2275130-2,2021-03-30,CCULT,1
2274631-2,2021-03-30,CCULT,1
2274629-2,2021-03-30,CCULT,1
2274627-2,2021-03-30,CCULT,1
2274626-2,2021-03-30,CCULT,1
2275787-3,2021-03-30,CPD,1
2275771-3,2021-03-30,CPD,1
2275433-3,2021-03-30,CPD,1
2275432-3,2021-03-30,CPD,1
2275430-3,2021-03-30,CPD,1
2273934-3,2021-03-30,CPD,1
2273912-3,2021-03-30,CPD,1
2273846-3,2021-03-30,CPD,1
2273643-3,2021-03-30,CPD,1
2275807-5,2021-03-30,CESPO,1
2275697-4,2021-03-30,CESPO,1
2275562-2,2021-03-30,CESPO,1
2275289-3,2021-03-30,CTASP,1
2275288-3,2021-03-30,CTASP,1
2169009-55,2021-03-30,CMADS,1
2274715-2,2021-03-30,CTASP,1
2274713-3,2021-03-30,CTASP,1
2274712-2,2021-03-30,CTASP,1
2274075-2,2021-03-30,CTASP,1
2274074-4,2021-03-30,CTASP,1
2273909-4,2021-03-30,CTASP,1
2273908-4,2021-03-30,CTASP,1
2275720-2,2021-03-30,CEXCORVI,1
2275719-2,2021-03-30,CEXCORVI,1
2275718-2,2021-03-30,CEXCORVI,1
2275717-2,2021-03-30,CEXCORVI,1
2275715-2,2021-03-30,CEXCORVI,1
2275662-2,2021-03-30,CEXCORVI,1
2275541-3,2021-03-30,CEXCORVI,1
2275307-2,2021-03-30,CMADS,1
2275304-2,2021-03-30,CMADS,1
2275143-2,2021-03-30,CMADS,1
1531491-102,2021-03-29,CSPCCO,1
2275258-3,2021-03-29,CSPCCO,1
2197790-39,2021-03-25,CDC,1
2261277-28,2021-03-24,CMO,1
2194251-44,2021-03-25,CTUR,1
2198528-25,2021-03-25,CMADS,1
2171624-47,2021-03-25,CMADS,1
2203744-57,2021-03-25,CMADS,1
2275183-6,2021-03-25,CIDOSO,1
2275112-6,2021-03-25,CIDOSO,1
2274655-2,2021-03-25,CIDOSO,1
2274594-8,2021-03-25,CIDOSO,1
2275140-3,2021-03-25,CDC,1
2274540-6,2021-03-25,CIDOSO,1
2275193-2,2021-03-25,CMADS,1
2274645-2,2021-03-25,CMADS,1
2274623-2,2021-03-25,CMADS,1
2275132-3,2021-03-25,CDC,1
2274552-4,2021-03-25,CMADS,1
2275127-3,2021-03-25,CDC,1
2274240-9,2021-03-25,CIDOSO,1
2275138-3,2021-03-25,CDC,1
2275137-3,2021-03-25,CDC,1
2274239-5,2021-03-25,CIDOSO,1
2275136-3,2021-03-25,CDC,1
2273564-8,2021-03-24,CMO,1
2275135-3,2021-03-25,CDC,1
2275133-3,2021-03-25,CDC,1
2275361-3,2021-03-25,CMULHER,1
2076094-59,2021-03-25,CIDOSO,1
2274283-3,2021-03-25,CMULHER,1
2275294-3,2021-03-25,CDC,1
2275291-3,2021-03-25,CDC,1
2274602-2,2021-03-25,CTUR,1
2275147-3,2021-03-25,CIDOSO,1
2275145-3,2021-03-25,CIDOSO,1
2275144-9,2021-03-25,CIDOSO,1
2274355-3,2021-03-25,CTUR,1
2274238-3,2021-03-25,CDC,1
2274621-71,2021-03-24,PLEN,1
2274621-69,2021-03-24,PLEN,1
2274621-54,2021-03-24,PLEN,0
2274621-53,2021-03-24,PLEN,0
2274621-48,2021-03-24,PLEN,1
2274621-36,2021-03-24,PLEN,1
2275191-8,2021-03-24,PLEN,1
2236170-37,2021-03-24,CCJC,0
2236170-35,2021-03-24,CCJC,1
2236170-34,2021-03-24,CCJC,0
2217141-20,2021-03-17,CREDN,1
2217396-27,2021-03-24,CVT,1
2206410-23,2021-03-24,CVT,1
2127681-64,2021-03-24,CCTCI,1
2274258-2,2021-03-24,CVT,1
2274256-2,2021-03-24,CVT,1
2274255-2,2021-03-24,CVT,1
2273819-2,2021-03-24,CVT,1
2273818-2,2021-03-24,CVT,1
2273817-2,2021-03-24,CVT,1
2273816-2,2021-03-24,CVT,1
2234087-2,2021-03-24,CVT,1
2274491-3,2021-03-24,CDU,1
2221556-22,2021-03-24,CE,1
2176470-37,2021-03-24,CE,1
2212912-24,2021-03-24,CE,1
2274257-2,2021-03-24,CDHM,1
2226756-128,2021-03-24,CPIOLEO,1
2274717-2,2021-03-24,CPIOLEO,1
2274254-2,2021-03-24,CDHM,1
2274787-2,2021-03-24,CME,1
2273976-2,2021-03-24,CDHM,1
2236170-30,2021-03-24,CCJC,1
2274146-2,2021-03-24,CME,1
2200156-31,2021-03-24,CSPCCO,1
2216341-24,2021-03-24,CDEICS,1
2274778-3,2021-03-24,CDHM,1
2274777-3,2021-03-24,CDHM,1
2274776-3,2021-03-24,CDHM,1
2274774-3,2021-03-24,CDHM,1
2274643-3,2021-03-24,CDHM,1
2274578-3,2021-03-24,CDHM,1
2274432-2,2021-03-24,CDHM,1
2274431-2,2021-03-24,CDHM,1
2274259-2,2021-03-24,CDHM,1
2273950-2,2021-03-24,CDHM,1
2273872-2,2021-03-24,CDHM,1
2273871-2,2021-03-24,CDHM,1
2273870-2,2021-03-24,CDHM,1
2273869-2,2021-03-24,CDHM,1
2273834-4,2021-03-24,CDHM,1
2274014-2,2021-03-24,CME,1
2274012-2,2021-03-24,CME,1
2273649-2,2021-03-24,CME,1
2204115-27,2021-03-24,CDEICS,1
2274622-2,2021-03-24,CSPCCO,1
2274514-2,2021-03-24,CSPCCO,1
2274508-2,2021-03-24,CSPCCO,1
2274448-2,2021-03-24,CSPCCO,1
2273730-2,2021-03-24,CSPCCO,1
2191207-30,2021-03-24,CDEICS,1
2274440-4,2021-03-24,CDEICS,1
2271894-8,2021-03-24,CMO,1
2166057-35,2021-03-24,CFT,1
2270233-11,2021-03-24,CMO,1
2270231-11,2021-03-24,CMO,1
2274190-3,2021-03-24,CCTCI,1
2274193-2,2021-03-24,CSSF,1
2274639-2,2021-03-24,CSSF,1
2274529-3,2021-03-24,CSSF,1
2274618-2,2021-03-24,CSSF,1
2274271-2,2021-03-24,CSSF,1
2274726-2,2021-03-24,CSSF,1
2274640-2,2021-03-24,CSSF,1
2274608-2,2021-03-24,CSSF,1
2274607-2,2021-03-24,CSSF,1
2274530-3,2021-03-24,CSSF,1
2274528-3,2021-03-24,CSSF,1
2274527-3,2021-03-24,CSSF,1
2274526-3,2021-03-24,CSSF,1
2274445-2,2021-03-24,CSSF,1
2274249-2,2021-03-24,CSSF,1
